commentId,"movieName","comment","sentenceSegment","wordSegment",star,"commenter","commentTime"
9924,NULL,NULL,NULL,"为什么 要 浪费 两 个 小时 的 时间 看 这 三 观 尽 碎 的 片子
本 以为 男主 能 有 点 什么 正 能量 的 东西
看到 后来 简直 无力 吐槽
两 星 心疼 下 自己",-1,NULL,NULL
9925,NULL,NULL,NULL,"借 着 梦 完成
伴 着 梦 结束
愿 一切 只 是 梦
2016 最后 一 部
打卡我 的 2016 杀青
我 的 2017 开拍 了",1,NULL,NULL
9926,NULL,NULL,NULL,"有 笑点
结局 有点 迷",0,NULL,NULL
9930,NULL,NULL,NULL,"拍 的 还 行
看 得 很 压抑",0,NULL,NULL
9931,NULL,NULL,NULL,"一起 看 的 第二 部 电影
喜剧 重在 放松
朋友 重在 背锅",1,NULL,NULL
9932,NULL,NULL,NULL,"中途 才 进场
没 毛病
隔靴搔痒 的 笑点
甚 是 尴尬",-1,NULL,NULL
9934,NULL,NULL,NULL,"蛮 搞笑 的
工作 之 余 放松 一下 的 不错 选择
只不过 段子 有点 污",1,NULL,NULL
9935,NULL,NULL,NULL,"初恋 总是 难以 攀登 的 珠峰",1,NULL,NULL
9936,NULL,NULL,NULL,"我 没 结婚
不理 结婚 后 的 男人
我 看 了
但 我 无感",0,NULL,NULL
9937,NULL,NULL,NULL,"还 可以 吧
笑笑 就 好",-1,NULL,NULL
9938,NULL,NULL,NULL,"没 想到 的 值得 一 看
元旦 期间 国产 片 的 一 股 清流",0,NULL,NULL
9943,NULL,NULL,NULL,"给 四 星 因为 整部片 笑点 不 落 俗套
不 给 五 星 感觉 电影 寓意 我 不 喜欢
心疼 闫妮 和 男主 老婆
那么 认真
却 总 伤心",1,NULL,NULL
9945,NULL,NULL,NULL,"这 一 颗 星 只 给 里面 的 jojo
很 好笑 是 真 的
没 营养 也 是 真真 的",-1,NULL,NULL
9948,NULL,NULL,NULL,"一个 想 出轨 又 没 出 成 的 男人
剧情 太 恶心",-1,NULL,NULL
9949,NULL,NULL,NULL,"铺垫 不够
四 星 鼓励 国产 没有 小 鲜肉 的 喜剧片",1,NULL,NULL
9956,NULL,NULL,NULL,"有点 哗众取宠 单位 感觉
不 喜欢",0,NULL,NULL
9962,NULL,NULL,NULL,"喜剧 而 已
又 关三观 什么 事",1,NULL,NULL
9964,NULL,NULL,NULL,"中年 男人 的 情感 道德 危机
梦 中 情人 还是 家庭 责任
找 了 一个 自己 喜欢 的 老婆
就 一定 不 会 出轨 了 吗
还是 责任感 的 强弱 起 主要 作用 吧",1,NULL,NULL
9966,NULL,NULL,NULL,"一个 中年 男人 的 性 幻想
深井 冰 一样 的 剧",-1,NULL,NULL
9967,NULL,NULL,NULL,"玩归玩
最后
还是 要 回归 家庭
乌龙 笑点 蛮 多",0,NULL,NULL
9969,NULL,NULL,NULL,"迎合 一下 男 观众 又 能 怎样
什么 直男癌
三 观 不 正 的
活 的 累 不 累",1,NULL,NULL
9970,NULL,NULL,NULL,"反正 我 笑 傻逼 了
还是 有些 讽刺 意义 吧
很 大 陆剧 的 套路
反正 我 乐 了",1,NULL,NULL
9971,NULL,NULL,NULL,"期望值 有点 高
笑点 挺 密 的
又 是 男人 做 了 个 梦 于是 破 了 自己 渣男梦 的 主线
有 一 捡捡 没意思",0,NULL,NULL
9972,NULL,NULL,NULL,"嗬嗬 哈哈 嗬嗬",0,NULL,NULL
9974,NULL,NULL,NULL,"不 太 喜欢
虽然 很 搞笑",0,NULL,NULL
9976,NULL,NULL,NULL,"网剧 一样 的 搞笑 路线",-1,NULL,NULL
9977,NULL,NULL,NULL,"可以 的",0,NULL,NULL
9981,NULL,NULL,NULL,"午夜场 在 万达 影城",0,NULL,NULL
9985,NULL,NULL,NULL,"笑话 大全 2000 版 真人 版",0,NULL,NULL
9986,NULL,NULL,NULL,"有些 笑点
其实 打 不 了 四 星
但 年底 真是 乱片 扎堆 的 时候
为 这个 多 打 一 星
女主 性感
三 观 不 那么 正 我 喜欢",1,NULL,NULL
9987,NULL,NULL,NULL,"情圣 近期 看 过 的 电影 中 算是 一 部 有 清晰 的 脉络 的
能 知道 它 演 的 是 啥
主要 是 也 特别 逗
全程 无 尿点
搞笑 的 梗 是 原来 在 市面 上 没 见 过 的
喜欢 大叔 还是 没错 的
就 是 比 鲜肉 强
哈哈
推荐",1,NULL,NULL
9988,NULL,NULL,NULL,"低俗 的 喜剧",0,NULL,NULL
9992,NULL,NULL,NULL,"这 就 叫 情圣",0,NULL,NULL
9996,NULL,NULL,NULL,"电影 很 好",0,NULL,NULL
9999,NULL,NULL,NULL,"演员 都 挺 好
笑点 不少 虽然 有些 低俗 笑点
但 整体 感觉 就 是 一个 闹剧
又 臭 又 长
三观 极其 不 正
白 瞎 了 我 的 票
气
我 室友 说 出轨 只要 不 被 发现 就 行",-1,NULL,NULL
10000,NULL,NULL,NULL,"我 居然 全程 笑 着 看 完 了",1,NULL,NULL
10001,NULL,NULL,NULL,"服",-1,NULL,NULL
10002,NULL,NULL,NULL,"有 诚意",1,NULL,NULL
10003,NULL,NULL,NULL,"虽然 笑料 低级 但 还是 不 出 戏且 欢笑 着 看 完 了 前 一个 小时 但 后 半 部分 实在 笑 不 出
所有 男 演员 的 身材 都 太 让 我 尴尬 了 打 5分 吧",0,NULL,NULL
10006,NULL,NULL,NULL,"还是 不错 的
及格",0,NULL,NULL
10007,NULL,NULL,NULL,"主导 思想 不 是 很 好
不过 看重 的 是 他 的 搞笑 方面
还是 做 的 不错 的",0,NULL,NULL
10009,NULL,NULL,NULL,"挺 搞笑 的
不过 整体 感觉 一般
yoyo 出场 的 红色 连衣裙 真 的 美 爆 了",0,NULL,NULL
10013,NULL,NULL,NULL,"简直 看 瞎 了 都 是 我 的 眼
关键 是 睡 也 睡 不 着
又 不 想 看
简直 分分钟 都 是 煎熬",-1,NULL,NULL
10014,NULL,NULL,NULL,"算是 今年 最 好 的 喜剧 了
但 还是 有 些许 问题",0,NULL,NULL
10015,NULL,NULL,NULL,"国产 影视 市场 严重 的 畸形 啊
为了 喜剧 而 刻意 捏造 的 桥段
立意 完全 没有
更 不 提 扭曲 的 婚姻 观
我 个 大 男人 都 看 不 下去 了",-1,NULL,NULL
10016,NULL,NULL,NULL,"一 部 喜剧 贺岁片
没 必要 过分 剖析 片中 的 三观 思想
只 为 博君 新年 一 笑",0,NULL,NULL
10017,NULL,NULL,NULL,"后面 没意思",0,NULL,NULL
10022,NULL,NULL,NULL,"轻松 喜剧 还 可以 吧",1,NULL,NULL
10023,NULL,NULL,NULL,"最近 看 豆瓣 时光 的 评论 动不动 扯 三 观
讲 道理
谁 给 你 规定 的 好 电影 三 观 必须 正
看 完 电影 就 来 装 清高 打低分
就 一 部 商业 喜剧片 来说 情圣 是 很 成功 的",1,NULL,NULL
10027,NULL,NULL,NULL,"烂片
和 夏洛特 根本 没法 比
其次 三 观 不 正
直男癌 泛滥
尤其 想起 了 正在 闹 出轨 的 陈思诚 也 在 微博 上 推荐 过 这个 片子
更 是 深恶痛绝
垃圾 直男癌",-1,NULL,NULL
10028,NULL,NULL,NULL,"笑料 不少
尽管 一万 个 不 赞同 出轨
但 还是 觉得 这 片 挺逗 的
不过 片中 的 基佬 还有 韩国 美女 是 不 是 刻画 得 过于 刻板 了",1,NULL,NULL
10030,NULL,NULL,NULL,"喜剧片 的 皮囊 下 反应 的 是 中年 男性 危机",0,NULL,NULL
10031,NULL,NULL,NULL,"一 笑 而 过 的 电影
不过 心动 的 片段 还 不错
哈哈",0,NULL,NULL
10032,NULL,NULL,NULL,"笑点 也 还是 有 的
故事 不 喜欢",0,NULL,NULL
10034,NULL,NULL,NULL,"黑马 喜剧
处处 是 笑点
意义 不 深
无需 动脑 思考
却 乐得 前 仰 后 合
有头有尾
节奏 也 不错
推荐",1,NULL,NULL
10035,NULL,NULL,NULL,"影片 的 一 开头 就 说明 了
老二 死 了
一个 中年 男人 的 老二 死 了
即使 你 再 努力 也 白搭 了
所以 一个 看似 事业有成 的 男人 对 一个 韩国 妹子 的 意淫 满 到 整 部 电影
最后 还 是 一 场 没有 结果 的 春梦",1,NULL,NULL
10038,NULL,NULL,NULL,"中年 男人 的 意淫
垃圾 的 剧情
还有 那 恶心 的 直男癌",-1,NULL,NULL
10041,NULL,NULL,NULL,"三 观 不 太 正 吧
电影 本身 其实 还 好",-1,NULL,NULL
10043,NULL,NULL,NULL,"看不到 电影 的 主题 要 表达 什么",0,NULL,NULL
10045,NULL,NULL,NULL,"最近 看到 比较 搞笑 的 一 部 电影 吧",1,NULL,NULL
10046,NULL,NULL,NULL,"笑点 够 了
无聊 的 生活 中 出现 的 想象
解救 生活
总 比 出轨 好多 了",1,NULL,NULL
10049,NULL,NULL,NULL,"就 是 一 部 搞笑 的 片子
也 透 漏 给 你 婚 外情 没 啥 好 下场
前 半 部分 笑料 不断
后 半 部分 不 知道 为什么
我 总 感觉 导演 没 啥 拍 了
故事 快要 结束 了
我 都 想 要 离场 了
原来 后面 还有 一 段 故事
想 放松 的 时候 看 这部 片子 可以",0,NULL,NULL
10050,NULL,NULL,NULL,"韩国 妹
很 漂亮
开 法拉利",1,NULL,NULL
10057,NULL,NULL,NULL,"笑点 有
故事 很 恶心
一个 出轨 渣男
一 帮 各种 包庇 的 狗友
还有 一个 勾引 有 妇之夫 的 女人",-1,NULL,NULL
10059,NULL,NULL,NULL,"就 是 这么 平平淡淡
就 是 这么 的 生活
即使 剧情 很 简单
但是 我 觉得 很 击中 人心
兄弟 情义
闺蜜 友情
最后 的 夫妻 的 感情
看似 跌宕 的 剧情
不过 是 生活 起伏 的 一隅
而且 我 真的 觉得 这种 2 D 是 我 很 久 都 没有 享受 过 的 了
而且 最终 的 要是
感动 的 是 细节
虽然 剧中 YY 占 了 一部分
但 依旧 值得 看 一 看
笑 一 笑
最后 感动",1,NULL,NULL
10060,NULL,NULL,NULL,"这 是 一 部 嬉笑 讲述 中年 男子 出轨 的 电影
不 想 评论 出轨 是 对 还是 错
我 只是 看到 并 能够 理解 一个 经历 了 漫长 婚姻 的 人
渴望 激情 和 心跳 的 那种 强烈 的 欲望
大多数 出轨 的 人 只是 想 短暂 地 偏离 人生 轨道
找回 活 着 的 感觉
但 最终 还是 会 回归 家庭
无论 男人 还是 女人 都 如此
电影 具有 很 强 的 娱乐性
强烈 推荐",1,NULL,NULL
10061,NULL,NULL,NULL,"还 行 吧
对于 没 好片 的 时间段 里 这个 算 不错
不 推荐 看
但 看 了 也 不 亏",0,NULL,NULL
10063,NULL,NULL,NULL,"看 得 尴尬 症 都 犯 了
一直 不 喜欢 这种 剧情
在 影院
右手 边 全程 哈哈大笑
后面 的 呼噜声 都 起来 了
红衣 女郎 优优 是 真 漂亮
喜欢
看 完 的 感觉
男人 出轨 太 普遍 容易 了
累觉 不 爱",0,NULL,NULL
10066,NULL,NULL,NULL,"剧情 低俗 到 可怕
全程 无 笑点
坐 在 电影院 的 我 有点 怀疑 人生",-1,NULL,NULL
10068,NULL,NULL,NULL,"为 朋友 两肋插刀",0,NULL,NULL
10069,NULL,NULL,NULL,"剧情 挺 碎 的 尽 是 些 低俗 的 笑料 全程 都 在 卖",-1,NULL,NULL
10071,NULL,NULL,NULL,"无非 是 一个 精神 出轨 到 天马行空
而 身体 出轨 未遂 的 故事
配 得 上 情圣 这个 名字 么
电影 中 的 婚姻 挺 悲哀 的
妻子 以为 自己 为 家 操劳
却 太 忽略 丈夫 的 想法
生活 的 压力 让 人 变成 一个 小心翼翼 的 走 钢索 的 人
难怪 想 要 纵身 一 跃
来场 释放
情圣 的 同义词 不 就是 大剪子 么",1,NULL,NULL
10073,NULL,NULL,NULL,"也 不 能 完全 说是 烂片
一 群 人 在 努力 地 搞笑
可惜 弱 了 点
两 颗 星 其中 一 颗 是 给 闫妮 的",-1,NULL,NULL
10074,NULL,NULL,NULL,"五星 都 给 乔杉",1,NULL,NULL
10076,NULL,NULL,NULL,"挺 好看
很 搞笑
反正 我 是 从头 笑 到 尾
因为 豆瓣 评分 低 差点 错过
看来 豆瓣 评分 越来越 不 可靠 了",1,NULL,NULL
10077,NULL,NULL,NULL,"笑点 还是 多
就 是 性 笑点 多
不 适合 带 小孩 一起 看
很多 地方 都 能 猜 到 剧情
反正 一般 吧",0,NULL,NULL
10078,NULL,NULL,NULL,"没有 什么 滑稽 动作 恶 搞
但是 从头 笑 到 尾
估计 夫妻 来 看 的 话 会 很 尴尬 吧
任何 一个 男人
尤其 是 已婚 男人
都 至少 在 思想 上 走火
追究 根源
还是 渴求 生活 的 激情
如果 像 一直 给 特写 的 风扇 一样 不 停 地 转
那 生活 真 变成 了 毫无 情感 的 风扇 了
也许 这 还 是 一 部 教育 引导 婚姻 生活 的 片子 呢
和谐 社会 需要 它",1,NULL,NULL
10079,NULL,NULL,NULL,"集结 了 几 大 喜剧 阵营 的 演员
笑点 挺 多
在 这个 时候 上映 可以 打败 同期 的 影片
个人 喜欢
谁 是 小偷
的 那 一 段",1,NULL,NULL
10080,NULL,NULL,NULL,"塞 满 粗俗 桥段 的 直男癌 晚期 的 夏洛特 烦恼",-1,NULL,NULL
10084,NULL,NULL,NULL,"为什么 这么 多 差评
明明 把 我 和 小伙伴 笑 的 都 笑 累 啦 好 么
画啦淡 妆
吃 啦 海贼王
看 啦 搞笑 的 电影
美好 的 一 天 总是 那么 简单
1月 11日",1,NULL,NULL
10085,NULL,NULL,NULL,"豆瓣 伪 文艺青年 死妈",1,NULL,NULL
10087,NULL,NULL,NULL,"还是 不错 的
虽然 没什么 大 思想
而且 感觉 编剧 的 目的 就 是 逗 你 笑 的",1,NULL,NULL
10088,NULL,NULL,NULL,"恶心",-1,NULL,NULL
10090,NULL,NULL,NULL,"烂 到 爆",-1,NULL,NULL
10092,NULL,NULL,NULL,"作为 一 部 喜剧片 来 看 的 话
给 满分",0,NULL,NULL
10094,NULL,NULL,NULL,"前段 挺 搞笑 的
后面 看 了 觉得 好 气 哦
虽然 克拉拉 真的 挺 好看 的
但是 这种 想 寻求 刺激 再 回归 家庭 让 人 寒心
离 中年 还 远
不 知道 二十 年 后 会 是 什么 样子
对 婚姻 的 首要 要求 就 是 绝对 的 忠诚
表白 闫妮
真的 很 有 味道",-1,NULL,NULL
10095,NULL,NULL,NULL,"不乏 笑点
也 让 人 思考",0,NULL,NULL
10096,NULL,NULL,NULL,"没有 实际 意义
也 不 是 搞笑 的
甚至 可以 说 是 无聊
只 看到 了 一个 渣男 遇见 同样 的 人
人人 都 在 出轨",-1,NULL,NULL
10097,NULL,NULL,NULL,"要是 有 负星 该 多 好",-1,NULL,NULL
10098,NULL,NULL,NULL,"什么 玩意儿
垃圾",-1,NULL,NULL
10099,NULL,NULL,NULL,"看 过 之后 觉得 真 的 烂 到底 了 我 操 你 MB 编剧
死 妈 了 啊
拍 的 什么 三 观 不 正 的 垃圾片",-1,NULL,NULL
10100,NULL,NULL,NULL,"被 长城 摆渡 人 铁道 飞虎 各种 恶心 之后
能 让 我 在 电影院 开心 一 笑 的 电影
四 星 稳 了",1,NULL,NULL
10102,NULL,NULL,NULL,"尴尬",-1,NULL,NULL
10103,NULL,NULL,NULL,"电影 到 了 最后 五 分钟 也 丝毫 看 不 见 男人 的 一 丝 悔意
恶心 的 三 观",-1,NULL,NULL
10105,NULL,NULL,NULL,"已经 很 久 没有 这么 搞笑 的 电影 了
兄弟 情人 也 很 感人
8分",1,NULL,NULL
10106,NULL,NULL,NULL,"三 观 不 太 正
笑笑 就 好 了
爆米花 电影",0,NULL,NULL
10109,NULL,NULL,NULL,"我 买 成 三十五 块
值 回 票价
很 好看
和 夏洛特 烦恼 一样 好看
不 知道 打 一星 的 是 什么 情况
确定 我们 看 的 是 同一 部 吗",1,NULL,NULL
10110,NULL,NULL,NULL,"这 是 一 部 大众化 的 喜剧
也 是 一 部 完成 度 很 好 的 喜剧
虽然 有 分 章节 小品 的 感觉 不过 故事 还是 很 流畅 的
台词 又 都 是 时下 流行 没有 过时 的 感觉
推荐 夫妻 一起 去 看
过节 了 都 逗 闷子
建议 不 要 合家欢
太 小 的 孩子 会 看 不 懂 那些 笑点 会 觉得 无 趣
大 点 的 孩子 看 的 半 懂 不 懂
问 起来 家长会 尴尬
你们 懂 的",1,NULL,NULL
10111,NULL,NULL,NULL,"起码 是 真 的 能 发笑 的
冲头 笑 到 尾
也 算 成功 了 好 吧",0,NULL,NULL
10112,NULL,NULL,NULL,"剧情 还 可以
全程 无 尿点
笑点 很多
音乐 也 很 喜欢
很 贴切
画面 也 还 不错
整体 节奏 也 很快
起码 可以 打 个 8分
但是
全程 输出 直男癌 思想 确实 让 人 实在 受不了
总的来说
三星",0,NULL,NULL
10115,NULL,NULL,NULL,"又 一 部 被 影片 简介 坑 了 的 电影
剧情 索然 无味
还是 跟 国产 电影 一样
靠 着 几 个 现在 比较 红 的 明星 拉 票房
但是 这么 垃圾 的 剧本 再 好 的 演员 都 拉 不 起来
没有 重点
没有 结局",-1,NULL,NULL
10116,NULL,NULL,NULL,"除了 韩国 妞 的 胸 屁股 和 颜值
还有 什么 值得 看 的 吗",-1,NULL,NULL
10117,NULL,NULL,NULL,"还 行 吧
起码 笑 了
三观掰 的 没 新意",0,NULL,NULL
10118,NULL,NULL,NULL,"挺逗 的
但 对 女性 不 友好
三 观 有 问题
笑 完 之后 不 舒服
但是 很 真实 的 反应 了 婚姻
不要 带 女性 去 看
否则 肯定 有 对号入座 的",1,NULL,NULL
10120,NULL,NULL,NULL,"全程 都 在 意淫
笑点 也 全 靠 这个
很 无聊
感觉 三 观 不 正
总体 思想 是 男人 可以 在 外面 玩儿
但是 最终 都 要 回家
家 才 是 最 好 的
关键 在 前面
在 外面 玩 是 值得 肯定 和 理解 的
男 同胞 们 貌似 很 赞同
作为 女 同胞 一 员
你们 以为 你们 还 回 得 来 吗
搞笑 啊
再说
女 的 也 可以 玩
各 玩 各 的
最终 玩 累 了 都 回家 去 就 可以 了",-1,NULL,NULL
10123,NULL,NULL,NULL,"刚 开始 看 觉得 还 行
多多少少 有 点 笑料
看到 后面 就 越来越 尴尬 了",-1,NULL,NULL
10125,NULL,NULL,NULL,"庸俗 烂片",-1,NULL,NULL
10126,NULL,NULL,NULL,"搞笑
无 内涵
虎头蛇尾
草草收场
不知所云
差评",-1,NULL,NULL
10127,NULL,NULL,NULL,"这 特么 讲 啥",-1,NULL,NULL
10128,NULL,NULL,NULL,"不管 怎么 说 近年来 中国 内地 的 喜剧片 的 发展 是 可喜 的
尽管 有些 人 不 喜欢
说 它们 玩 坏 了 情怀
我 看 说 这话 的 人 是 没 怎么 看 国产 青春片
讲 道理
国产 电影 也 就 喜剧片 能值 回 一些 票价 了
还 能 痛快 的 笑 一 笑
何况 还有 克拉拉露肉
闫妮露 腿
肖央 露肉
小沈阳",1,NULL,NULL
10130,NULL,NULL,NULL,"闫妮 老师 很 接 地气
演技 实力 加分
但 题材 一言难尽",0,NULL,NULL
10132,NULL,NULL,NULL,"发现 豆瓣 装 DENG 犯 太 多 了
趋势 也 越来越 严重
情圣 就 是 个 简单 的 喜剧片
看看 好笑 就 行 了
哪 来 那么 多 哲学 伦理
最 起码 电影院 里 笑声 不断
给 低分 咆哮 吐槽 的
嗬 嗬
估摸 都 是 生活 里 压抑 多 了 在 这 吐槽 的",1,NULL,NULL
10133,NULL,NULL,NULL,"故事 情节 太 无语",-1,NULL,NULL
10134,NULL,NULL,NULL,"搞笑 有余
内含 不足
不过 是 同 时期 上映 的 国产 新片
唯一 能 看 的",0,NULL,NULL
10136,NULL,NULL,NULL,"三 观 不 正
剧情 无聊
第一 部 让 我 看到 一半 直接 离场 的 电影",-1,NULL,NULL
10140,NULL,NULL,NULL,"应该 还 没 到 有 中年 危机 的 时候
但 看 这 片 却 有 一点 共鸣
每天 上班 工作 下班 带 娃 的 日子
确实 波澜不惊 地 有点 乏味
老夫 老妻 更 是 要 有 生活 情趣 啊
把 自己 保养 好 点
多 看 书 多 看 片 多 健身
把 日子 过 好
老公 跑 不 跑 一点 不 重要",0,NULL,NULL
10145,NULL,NULL,NULL,"烂 看到 死",-1,NULL,NULL
10146,NULL,NULL,NULL,"好笑",1,NULL,NULL
10147,NULL,NULL,NULL,"垃圾
我 不 知道 这个 片子 是 怎么 得 的 6
5分
垃圾
烂 剧情
中年 男人 的 意淫
出轨 这 事 不以为耻 反 以为 荣
剧情 不知 所谓
到 了 一定 地步
一 星 给 那 几 个 哥们 的 演技",-1,NULL,NULL
10150,NULL,NULL,NULL,"笑 死 了",1,NULL,NULL
10151,NULL,NULL,NULL,"我 把 你 奉 若 神灵 自惭形秽 做 了 爱情 的 爱情 的 逃兵 好 想
好 想 爱情 的 路上
我 踩 着 油门
你 挂 着 档 一起 把握 幸福 的 方向",1,NULL,NULL
10154,NULL,NULL,NULL,"看 的 时候
有 几 个 小孩
为什么 会 有 家长 带 孩子 看 这 电影
儿童 不宜 啊",1,NULL,NULL
10155,NULL,NULL,NULL,"两 颗 星 是 给 演员 穿 的 衣服
很 精致
剧情 等等 什么 的 很 差劲",-1,NULL,NULL
10156,NULL,NULL,NULL,"笑点 挺 多 的
可是 感觉 有 太 多 不 入 目的 镜头
三 观 不 正
笑 过 之后 没有 过 多 的 让 人 去 回想 去 感悟",0,NULL,NULL
10157,NULL,NULL,NULL,"值得 一 看
看得出 这部 电影 是 用 了 心 的
但是 小朋友 别 去 看 了",1,NULL,NULL
10158,NULL,NULL,NULL,"何 为 三 观
我 不过 陈述 生活",1,NULL,NULL
10160,NULL,NULL,NULL,"看 得 窝火
也 不 好笑
更 想 哭",-1,NULL,NULL
10161,NULL,NULL,NULL,"既然 男人 都 要 出轨
为什么 要 对 婚姻 将 就",1,NULL,NULL
10162,NULL,NULL,NULL,"邓超 那 一个
特 好玩",1,NULL,NULL
10163,NULL,NULL,NULL,"直男癌 晚期 电影
价值观 非常 可怕
男主 大渣男
女主 是 个 卖 胸 的 韩国 女人
闫妮 演 了 一个 事业有成 风情 万 种 却 只要 有 男人 喜欢 就 不 管 他 是 不 是 有 妇男 的 饥渴 女人 男主 在 伤 了 老婆 心 后 不 是 解释 而是 去 找 韩国 女人 啪啪
最后 靠 梦 一 场 的 烂 梗 给 了 好 结局
难以 想象 一 家 老小 来 看 这种 贺岁 档 电影会 传递 何种 信息",-1,NULL,NULL
10165,NULL,NULL,NULL,"垃圾 同学 介绍 的 垃圾片
没 睡觉
因为 太 生气 了",-1,NULL,NULL
10170,NULL,NULL,NULL,"不知 所谓",-1,NULL,NULL
10171,NULL,NULL,NULL,"笑点 一个 接 一个
剧情 非常 的 精彩
一 群 性格 迥异 却 无条件 支持 的 兄弟
三 个 不同 的 女人 各 有 亮点 代表 了 现实 生活 中 典型 的 三 类 女人
点燃 男主 荷尔蒙 的 韩国 美女 也 非常 给力
唯一 不足 是 为了 自圆其说
编排 了 和 韩国 大哥 还有 一 腿 有点 跳 戏",1,NULL,NULL
10172,NULL,NULL,NULL,"搞笑
挺 好 的",1,NULL,NULL
10173,NULL,NULL,NULL,"过年 看 还是 可以 的",0,NULL,NULL
10174,NULL,NULL,NULL,"真的 很 搞笑",1,NULL,NULL
10175,NULL,NULL,NULL,"虽然 三 观 不 正
但是 电影院 里 确实 笑声 一 片",-1,NULL,NULL
10176,NULL,NULL,NULL,"我 感觉 很 不错 根 夏洛特 烦恼 有 一 拼",1,NULL,NULL
10177,NULL,NULL,NULL,"烂",-1,NULL,NULL
10178,NULL,NULL,NULL,"低俗 恶心",-1,NULL,NULL
10182,NULL,NULL,NULL,"剧情 有些 类似 港囧
但 整个 电影
不论是 演员 还是 笑料
叙事 方式
都 是 港囧所 不 能 比 的
能 把 粗俗 段子 讲 好
其实 是 喜剧 里 最 难 的
很 好笑
还 没有 弄 成 屎 尿 屁
真的 很 棒
五星 好评",1,NULL,NULL
10183,NULL,NULL,NULL,"这 是 一 部 被 广大 女性 炮轰 的 佳作",1,NULL,NULL
10184,NULL,NULL,NULL,"虽然 三 观 不 正
但是 真的 很 好笑 啊",1,NULL,NULL
10186,NULL,NULL,NULL,"笑果 满分
几乎 全场 都 在 笑
但是 笑 完 之后 想 回忆 一下
发现 什么 也 不 记得 了",0,NULL,NULL
10188,NULL,NULL,NULL,"中年 的 欲望 和 现实 就 像 一 场 梦
醒来 后 感觉 夜凉 如 水",1,NULL,NULL
10190,NULL,NULL,NULL,"还 行 吧
有 不少 笑点",0,NULL,NULL
10192,NULL,NULL,NULL,"是 不 是 到 了 中年 的 男人 都 想 着 寻找 激情
身边 有 一 群 狐朋狗友 太 可怕 了
电影 有 笑料
但 我 看到 的 却 是 可悲",0,NULL,NULL
10193,NULL,NULL,NULL,"给 30 岁 40 岁 男 的 看 的 YY 之 作
我 到 时候 也 这样 那 挺 可悲 的",0,NULL,NULL
10194,NULL,NULL,NULL,"就 一 部 成人 喜剧 而言
其中 的 笑点 是 非常 到位 的
但是
女士 们 看到 会 对 男士 们 产生 误解
所有 男人 结婚 以后 都 这样 吧
我 女朋友 理解 的 就 是
一个 男人 想 出轨
一 帮 朋友 帮 出轨
但是 看 电影 就 是 要 看 啊
喜剧片
开心 就 好 了
不要 想 太 多
唯一 让 我 觉得 不足 就 是 最后 没有 交代 艾伦
小沈阳 的 感情",1,NULL,NULL
10195,NULL,NULL,NULL,"带 孩子 还是 别 去 看 这 类 片子
在 电影院 有 一个 母子 坐 我 后面
孩子 大概 五六 岁 一直 问 为什么 他 指 肖瀚 不 回家 睡
笑点 密集 但是 低俗
最后 居然 是 一 场 梦
恍恍惚惚 又 过 上 正常 日子",0,NULL,NULL
10196,NULL,NULL,NULL,"如果 非 要 揪 着 三 观 不 正 这 一 点 来说
那么 到 最后 不 是 也 掰 过来 了 吗
看 电影 就 图 一 乐
我 觉得 挺 搞笑 的",1,NULL,NULL
10202,NULL,NULL,NULL,"老肖 跳楼 之后
醒来 是 发现 是 场梦
tm 的
本来 想 给 6
5分
现在 给 6
0分",0,NULL,NULL
10203,NULL,NULL,NULL,"要是 本着 为 此片 开脱 的 原则 的 话 那 就 是 超现实主义 手法 描绘 了 中年 危机 的 男人
对 家庭 生活 厌倦
难得 心跳 的 生活
但是 我 出 了 影厅 听到
时间 煮 雨 青春 荒唐 我 不 负 你 前 几 年 真 是 一个 好 时候 啊 幸运 的 是
这个 场 就 我 自己 看 还有 就 是
那个 Yoyo 满足 了 我 对 女人 的 所有 幻想",-1,NULL,NULL
10205,NULL,NULL,NULL,"我 看 的 是 点映场
一个 普通 的 大学生
这 是 一 部 非常 好笑 的 电影
风格 很 像 夏洛特 烦恼
很 用心 的 电影 笑点 密集
不 只 是 我 看 的 观众 都 在 笑
支持 好 电影
从 唐人街 探案 以及 这部 情圣 可以 看到 肖央 是 一个 很 有 潜力 的 喜剧 演员
支持 新 演员 喜剧 电影 才 能 进步",1,NULL,NULL
10206,NULL,NULL,NULL,"乏味",-1,NULL,NULL
10208,NULL,NULL,NULL,"反正 我 被 逗笑 了",1,NULL,NULL
10217,NULL,NULL,NULL,"合格 吧",0,NULL,NULL
10218,NULL,NULL,NULL,"妻 管严 作为 笑料 上 了 春晚 好几 年 她们 不 说
天天 在 电影 下面 嚷嚷 直男癌
看来 这 届 中国 娘 们 不行",1,NULL,NULL
10219,NULL,NULL,NULL,"估计 每个 男 的 心里 都 觉得 外面 的 野花 香 吧
但是 也 知道 最终 的 归宿 还是 家
其实 外面 的 花花世界 再 怎么 诱惑 那 只 是 别人 的
看 着 这部 剧中 兄弟 几 个 都 是 那么 的 花心
但 却 又 是 那么 的 痴情
也许 人 就 是 这样 吧
得不到 的 总 觉得 是 最 好 的
但是 还是 得 回到 初心",1,NULL,NULL
10222,NULL,NULL,NULL,"后面 有些 墨迹",0,NULL,NULL
